CustomerID,Age,Gender,Region,SubscriptionPlan,Tenure months,MonthlySpend,SupportTickets,LastLoginDaysAgo,Churn
CUST1472,52,Female,North,Basic,4,1334.38,1,55,1
CUST1473,57,Male,South,Premium,24,852.19,1,27,0
CUST1474,69,Male,South,Basic,19,1199.14,3,65,1
CUST1475,33,Male,West,Basic,10,648.71,1,37,0
CUST1476,30,Female,South,Premium,25,1244.36,2,36,0
CUST1477,67,Female,East,Premium,18,434.32,3,67,1
CUST1478,59,Female,North,Standard,19,727.17,0,85,0
CUST1479,47,Female,North,Premium,10,1473.67,0,89,0
CUST1480,36,Female,East,Standard,33,1252.79,0,48,0
CUST1481,34,Female,South,Premium,5,896.71,2,42,0
CUST1482,36,Female,East,Basic,35,707.73,1,35,0
CUST1483,45,Female,East,Standard,34,1346.56,2,57,0
CUST1484,43,Female,West,Standard,33,953.82,0,12,0
CUST1485,54,Male,East,Standard,21,1210.11,2,51,1
CUST1486,43,Male,North,Basic,17,1204.93,1,57,0
CUST1487,40,Male,East,Basic,22,321.53,0,31,1
CUST1488,26,Male,North,Basic,15,451.5,1,80,1
CUST1489,29,Female,North,Basic,35,1091.56,3,59,0
CUST1490,18,Female,North,Basic,28,493.94,2,82,0
CUST1491,18,Male,South,Standard,7,606.59,2,57,0
CUST1492,64,Female,West,Basic,32,1435.97,0,55,0
CUST1493,51,Male,North,Standard,11,972.22,5,27,1
CUST1494,49,Female,North,Basic,10,1200.88,1,0,0
CUST1495,65,Male,South,Premium,9,969.58,1,41,0
CUST1496,42,Female,North,Standard,14,963.02,3,81,0
CUST1497,57,Female,East,Premium,13,412.98,2,47,0
CUST1498,62,Male,East,Standard,25,712.4,2,39,0
CUST1499,18,Female,West,Premium,2,638.92,1,62,0
